City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Lynnwood,3258,Gretchen Best Wilkins,1,88829,98037,Office Furniture,Bookcases,-624,West,23523,1047,Washington
Seattle,640,Neal Wolfe,1,11077,98119,Office Furniture,Bookcases,-230,West,1539,4620,Washington
Rock Springs,2356,Emma Bloom,1,91308,82901,Office Furniture,Bookcases,-137,West,25765,647,Wyoming
Citrus Heights,2231,Regina Hewitt,1,86681,95610,Office Furniture,Chairs & Chairmats,-1217,West,19102,898,California
Los Angeles,553,Kristine Connolly,1,35046,90008,Office Furniture,Chairs & Chairmats,-113,West,4927,4411,California
Riverside,972,Gregory Holden,1,87259,92503,Office Furniture,Chairs & Chairmats,-117,West,20536,619,California
Los Angeles,2548,Wayne Bass,1,50181,90068,Office Furniture,Chairs & Chairmats,-246,West,7030,435,California
Pomona,576,Gordon Lyon,1,88648,91767,Office Furniture,Chairs & Chairmats,-358,West,19081,507,California
La Quinta,1577,Betty Buckley,1,90940,92253,Office Furniture,Chairs & Chairmats,-1335,West,20365,1183,California
San Francisco,181,Wesley Waller,1,7751,94122,Office Furniture,Chairs & Chairmats,-768,West,1051,9096,California
Twentynine Palms,3172,Gilbert Washington,1,86810,92277,Office Furniture,Chairs & Chairmats,-415,West,21127,280,California
Redwood City,961,Benjamin Chan,1,89403,94061,Office Furniture,Chairs & Chairmats,-99,West,21451,221,California
Menlo Park,1389,Jean Khan,1,88734,94025,Office Furniture,Chairs & Chairmats,-208,West,19274,1625,California
Goleta,840,Kevin Daly,1,89366,93117,Office Furniture,Chairs & Chairmats,-319,West,24130,852,California
Davis,2570,Yvonne Stephens,1,90327,95616,Office Furniture,Chairs & Chairmats,4899,West,25096,7430,California
Los Angeles,2842,Jason Hernandez,1,44647,90032,Office Furniture,Chairs & Chairmats,2755,West,6311,25712,California
San Gabriel,5,Ronnie Proctor,1,90193,91776,Office Furniture,Chairs & Chairmats,4390,West,20228,6363,California
Lemon Grove,317,Katherine Kearney,1,86044,91945,Office Furniture,Chairs & Chairmats,208,West,23044,1476,California
Los Angeles,699,Jenny Gold,1,32420,90041,Office Furniture,Chairs & Chairmats,-440,West,4557,6500,California
Napa,67,Ellen McCormick,1,87949,94559,Office Furniture,Chairs & Chairmats,-239,West,23272,310,California
Foster City,313,Ruth Stout,1,89169,94404,Office Furniture,Chairs & Chairmats,803,West,25361,3076,California
Goleta,840,Kevin Daly,1,89365,93117,Office Furniture,Chairs & Chairmats,124,West,24393,935,California
San Diego,2498,Arlene Long,1,16547,92024,Office Furniture,Chairs & Chairmats,1240,West,2296,10555,California
Los Angeles,699,Jenny Gold,1,26784,90041,Office Furniture,Chairs & Chairmats,-64,West,3749,1711,California
Los Angeles,699,Jenny Gold,1,36356,90041,Office Furniture,Chairs & Chairmats,-594,West,5101,9537,California
Napa,67,Ellen McCormick,1,87949,94559,Office Furniture,Chairs & Chairmats,-1302,West,23273,1139,California
Santa Rosa,702,Kelly OConnor,1,87988,95404,Office Furniture,Chairs & Chairmats,-297,West,23101,2437,California
South Lake Tahoe,1450,Veronica Peck,1,86735,96150,Office Furniture,Chairs & Chairmats,1319,West,23793,2367,California
Costa Mesa,2490,Pauline Finch,1,86895,92627,Office Furniture,Chairs & Chairmats,-501,West,22670,615,California
Fairfield,3265,Glenn Morgan,1,89840,94533,Office Furniture,Chairs & Chairmats,-56,West,25141,196,California
Los Angeles,2491,Sean N Boyer,1,33222,90045,Office Furniture,Chairs & Chairmats,-626,West,4670,2515,California
Concord,2489,Craig Liu,1,86894,94521,Office Furniture,Chairs & Chairmats,-144,West,21177,3027,California
Los Angeles,2491,Sean N Boyer,1,22848,90045,Office Furniture,Chairs & Chairmats,-288,West,3177,11843,California
Oceanside,776,Holly Love Butler,1,86998,92054,Office Furniture,Chairs & Chairmats,-283,West,25340,1057,California
Santa Clara,637,Christopher Bryant,1,87957,95051,Office Furniture,Chairs & Chairmats,-212,West,20703,2700,California
Redwood City,961,Benjamin Chan,1,89404,94061,Office Furniture,Chairs & Chairmats,-45,West,26173,735,California
San Diego,1783,Erin Y Stewart,1,89862,92105,Office Furniture,Chairs & Chairmats,210,West,25855,1391,California
Twentynine Palms,3151,Glenda Hunter,1,88552,92277,Office Furniture,Chairs & Chairmats,241,West,21128,1395,California
San Bernardino,1637,Rodney Christian Callah,1,89708,92404,Office Furniture,Chairs & Chairmats,-90,West,23663,200,California
San Francisco,1836,Dwight Albright Huffman,1,86605,94110,Office Furniture,Chairs & Chairmats,2864,West,21063,4291,California
San Ramon,430,Harvey Barrett,1,90702,94583,Office Furniture,Chairs & Chairmats,195,West,24855,1494,California
Los Angeles,2491,Sean N Boyer,1,56166,90045,Office Furniture,Chairs & Chairmats,-62,West,7858,284,California
Roseville,1123,Peggy Lanier,1,87018,95661,Office Furniture,Chairs & Chairmats,-169,West,22422,410,California
Berkeley,3048,Tracy G Starr,1,89789,94704,Office Furniture,Chairs & Chairmats,1167,West,23188,2611,California
Ontario,984,Paul Cooper,1,90210,91761,Office Furniture,Chairs & Chairmats,3498,West,22652,5070,California
Los Angeles,1314,Keith Marsh,1,37380,90058,Office Furniture,Chairs & Chairmats,90,West,5252,814,California
Los Angeles,3075,Gordon Brandt,1,38979,90061,Office Furniture,Chairs & Chairmats,-1702,West,5496,3355,California
Englewood,1424,Robyn Zhou,1,89448,80112,Office Furniture,Chairs & Chairmats,451,West,19024,1020,Colorado
Loveland,290,Sara OConnor,1,90843,80538,Office Furniture,Chairs & Chairmats,3283,West,21222,4997,Colorado
Pueblo,603,Gretchen Ball,1,87024,81001,Office Furniture,Chairs & Chairmats,8,West,25124,545,Colorado
Denver,1317,Sandra Shaw,1,87607,80219,Office Furniture,Chairs & Chairmats,90,West,23252,203,Colorado
Nampa,3108,Diana Schultz,1,87329,83686,Office Furniture,Chairs & Chairmats,-1132,West,18271,1115,Idaho
Lewiston,2746,Laurence Greer,1,86185,83501,Office Furniture,Chairs & Chairmats,-886,West,18977,485,Idaho
Eagle,3244,Erica Pittman,1,88339,83616,Office Furniture,Chairs & Chairmats,-700,West,26213,2156,Idaho
Post Falls,3148,Leroy Field,1,89722,83854,Office Furniture,Chairs & Chairmats,-246,West,20722,1065,Idaho
Rexburg,3149,Harriet Moore,1,89716,83440,Office Furniture,Chairs & Chairmats,972,West,24202,1952,Idaho
Caldwell,3102,Larry Arnold,1,89992,83605,Office Furniture,Chairs & Chairmats,1896,West,23932,2763,Idaho
Twin Falls,3206,Dana Rankin,1,87934,83301,Office Furniture,Chairs & Chairmats,969,West,21229,1489,Idaho
Eagle,3356,Richard Tan,1,88588,83616,Office Furniture,Chairs & Chairmats,1305,West,18629,2934,Idaho
Great Falls,2056,Rita Wagner,1,91465,59405,Office Furniture,Chairs & Chairmats,-174,West,24968,855,Montana
Helena,18,Laurie Hanna,1,90039,59601,Office Furniture,Chairs & Chairmats,126,West,20578,2576,Montana
Albuquerque,2007,Lauren West,1,88813,87105,Office Furniture,Chairs & Chairmats,707,West,22910,4077,New Mexico
Albuquerque,2007,Lauren West,1,88809,87105,Office Furniture,Chairs & Chairmats,-70,West,25560,54,New Mexico
Alamogordo,1869,Roberta Daniel,1,89210,88310,Office Furniture,Chairs & Chairmats,2814,West,23911,4078,New Mexico
Roswell,2387,Mildred Steele,1,89185,88201,Office Furniture,Chairs & Chairmats,4435,West,23485,6428,New Mexico
Las Cruces,2385,Janice Frye,1,89184,88001,Office Furniture,Chairs & Chairmats,-592,West,21171,2260,New Mexico
Rio Rancho,2386,Thomas Yu,1,89187,87124,Office Furniture,Chairs & Chairmats,-227,West,23204,2237,New Mexico
Hobbs,2225,Sean McKenna,1,89970,88240,Office Furniture,Chairs & Chairmats,-42,West,24113,1608,New Mexico
Oregon City,336,Emma Sparks,1,87280,97045,Office Furniture,Chairs & Chairmats,1633,West,22120,3895,Oregon
Oregon City,336,Emma Sparks,1,87278,97045,Office Furniture,Chairs & Chairmats,-335,West,19318,502,Oregon
Pendleton,1458,Charlene Grant,1,86743,97801,Office Furniture,Chairs & Chairmats,540,West,19329,1026,Oregon
Gresham,33,Ricky Hensley,1,89208,97030,Office Furniture,Chairs & Chairmats,-162,West,24531,641,Oregon
Keizer,80,Sam Carlson,1,89923,97303,Office Furniture,Chairs & Chairmats,605,West,19508,1335,Oregon
Medford,335,Curtis OConnell,1,87277,97504,Office Furniture,Chairs & Chairmats,2639,West,18261,3825,Oregon
Provo,556,Kristina Sanders,1,86193,84604,Office Furniture,Chairs & Chairmats,-113,West,22927,1103,Utah
Draper,1940,Eileen McDonald,1,88871,84020,Office Furniture,Chairs & Chairmats,-1868,West,25532,1217,Utah
Holladay,1989,David Weaver,1,90000,84117,Office Furniture,Chairs & Chairmats,883,West,22600,2748,Utah
Bellingham,2729,Penny O Caldwell,1,88121,98226,Office Furniture,Chairs & Chairmats,105,West,19832,3093,Washington
Redmond,43,Theodore Moran,1,91457,98052,Office Furniture,Chairs & Chairmats,-336,West,25331,1397,Washington
Tacoma,691,Alicia Curtis,1,89921,98408,Office Furniture,Chairs & Chairmats,-841,West,21342,983,Washington
Seattle,308,Glen Caldwell,1,24356,98115,Office Furniture,Chairs & Chairmats,3325,West,3410,18408,Washington
Everett,2869,Terri Hanson,1,85830,98208,Office Furniture,Chairs & Chairmats,2329,West,25109,4522,Washington
Seattle,308,Glen Caldwell,1,29958,98115,Office Furniture,Chairs & Chairmats,1363,West,4217,16719,Washington
Federal Way,2870,Joyce Sumner,1,85829,98023,Office Furniture,Chairs & Chairmats,-546,West,26006,3871,Washington
Seattle,2645,Ronnie Dodson,1,2209,98103,Office Furniture,Chairs & Chairmats,2245,West,316,13256,Washington
Kirkland,3063,Ann Steele,1,88450,98034,Office Furniture,Chairs & Chairmats,-426,West,19658,334,Washington
Seattle,640,Neal Wolfe,1,19556,98119,Office Furniture,Chairs & Chairmats,-424,West,2703,10671,Washington
Lacey,3064,Clarence Crowder,1,88452,98503,Office Furniture,Chairs & Chairmats,748,West,22067,3539,Washington
Pullman,3393,Irene Murphy,1,87912,99163,Office Furniture,Chairs & Chairmats,837,West,18429,1852,Washington
Seattle,308,Glen Caldwell,1,40194,98115,Office Furniture,Chairs & Chairmats,291,West,5686,9464,Washington
Kennewick,3026,Lewis Khan,1,90950,99336,Office Furniture,Chairs & Chairmats,42,West,25268,658,Washington
Casper,1301,Hilda Porter,1,90665,82604,Office Furniture,Chairs & Chairmats,-555,West,24657,968,Wyoming
Gillette,1596,Chris Rowland,1,90799,82716,Office Furniture,Chairs & Chairmats,-212,West,20082,386,Wyoming
Tempe,1116,Meredith Bland,1,86786,85281,Office Furniture,Office Furnishings,-7,West,18602,24,Arizona
Prescott Valley,754,Helen Lyons,1,90440,86314,Office Furniture,Office Furnishings,216,West,25947,373,Arizona
Flagstaff,268,James Beck,1,88941,86001,Office Furniture,Office Furnishings,79,West,18771,211,Arizona
Chandler,2745,Arnold Gay,1,86188,85224,Office Furniture,Office Furnishings,-103,West,22949,40,Arizona
Sun City,1053,George Bowen,1,90073,85351,Office Furniture,Office Furnishings,91,West,20892,132,Arizona
Yuma,1118,Jesse Williams Katz,1,86773,85364,Office Furniture,Office Furnishings,3541,West,23522,5132,Arizona
Gilbert,269,Calvin Boyette,1,88946,85234,Office Furniture,Office Furnishings,59,West,22760,86,Arizona
Gilbert,269,Calvin Boyette,1,88942,85234,Office Furniture,Office Furnishings,888,West,23060,1287,Arizona
San Gabriel,1837,Herbert Williamson,1,86609,91776,Office Furniture,Office Furnishings,32,West,24423,177,California
Calexico,3354,Sara Faulkner,1,88593,92231,Office Furniture,Office Furnishings,42,West,22914,60,California
Salinas,1636,Sidney Greenberg,1,89706,93905,Office Furniture,Office Furnishings,1128,West,20869,1634,California
Lakewood,27,Guy Gallagher,1,87661,90712,Office Furniture,Office Furnishings,-171,West,23505,205,California
Rocklin,973,Victor Godfrey,1,87268,95677,Office Furniture,Office Furnishings,-3,West,20608,277,California
Berkeley,3048,Tracy G Starr,1,89791,94704,Office Furniture,Office Furnishings,61,West,26078,88,California
San Diego,1723,Constance Flowers,1,16289,92037,Office Furniture,Office Furnishings,97,West,2267,507,California
Moreno Valley,1410,Charles Ward,1,87091,92553,Office Furniture,Office Furnishings,19,West,20563,28,California
Lakewood,27,Guy Gallagher,1,87661,90712,Office Furniture,Office Furnishings,33,West,23506,161,California
Hacienda Heights,851,Helen H Heller,1,88568,91745,Office Furniture,Office Furnishings,98,West,20604,301,California
Twentynine Palms,3151,Glenda Hunter,1,88549,92277,Office Furniture,Office Furnishings,113,West,21706,640,California
Davis,2570,Yvonne Stephens,1,90327,95616,Office Furniture,Office Furnishings,45,West,25097,224,California
Manhattan Beach,454,Gayle Waller,1,86030,90266,Office Furniture,Office Furnishings,222,West,25721,323,California
San Bernardino,1637,Rodney Christian Callah,1,89710,92404,Office Furniture,Office Furnishings,-4,West,23827,43,California
Los Angeles,699,Jenny Gold,1,36196,90041,Office Furniture,Office Furnishings,17,West,5080,124,California
Santa Cruz,638,Brooke Shepherd,1,87959,95062,Office Furniture,Office Furnishings,8,West,24426,49,California
Escondido,3200,Mary O Rich,1,88440,92025,Office Furniture,Office Furnishings,12,West,18996,43,California
Atascadero,883,Alex Harding,1,89558,93422,Office Furniture,Office Furnishings,-29,West,20450,75,California
Saratoga,945,Stephanie Sun Perry,1,86569,95070,Office Furniture,Office Furnishings,931,West,19177,1349,California
Twentynine Palms,3172,Gilbert Washington,1,86807,92277,Office Furniture,Office Furnishings,64,West,21779,557,California
San Francisco,1836,Dwight Albright Huffman,1,86607,94110,Office Furniture,Office Furnishings,61,West,23024,89,California
Davis,2570,Yvonne Stephens,1,90327,95616,Office Furniture,Office Furnishings,-23,West,25098,51,California
Moreno Valley,1410,Charles Ward,1,87098,92553,Office Furniture,Office Furnishings,-3,West,19889,8,California
Los Angeles,3075,Gordon Brandt,1,7107,90061,Office Furniture,Office Furnishings,57,West,985,172,California
Los Angeles,1314,Keith Marsh,1,2311,90058,Office Furniture,Office Furnishings,95,West,341,2093,California
Atascadero,883,Alex Harding,1,89560,93422,Office Furniture,Office Furnishings,-531,West,20439,1268,California
Palm Springs,1662,James Brennan,1,89276,92262,Office Furniture,Office Furnishings,-106,West,19911,74,California
Saratoga,945,Stephanie Sun Perry,1,86570,95070,Office Furniture,Office Furnishings,7,West,18137,86,California
Huntington Beach,1189,Dwight Stephenson,1,87584,92646,Office Furniture,Office Furnishings,17,West,18830,177,California
Oxnard,1101,Kimberly McCarthy,1,91490,93030,Office Furniture,Office Furnishings,-17,West,25656,215,California
El Dorado Hills,2931,Faye Hanna,1,87627,95630,Office Furniture,Office Furnishings,3,West,21700,39,California
Los Angeles,1481,Marvin MacDonald,1,33732,90049,Office Furniture,Office Furnishings,-28,West,4745,666,California
Lakewood,27,Guy Gallagher,1,87652,90712,Office Furniture,Office Furnishings,9,West,23967,55,California
San Diego,1723,Constance Flowers,1,14855,92037,Office Furniture,Office Furnishings,-151,West,2080,104,California
Bakersfield,2647,Teresa Bishop,1,91386,93309,Office Furniture,Office Furnishings,118,West,22439,170,California
Beverly Hills,3235,Aaron Davies Bruce,1,91253,90210,Office Furniture,Office Furnishings,30,West,21009,44,California
Los Angeles,949,Ernest Oh,1,32230,90049,Office Furniture,Office Furnishings,215,West,4534,3508,California
Modesto,901,Lester Wilcox,1,90808,95351,Office Furniture,Office Furnishings,154,West,20128,410,California
Westminster,464,Patrick Rhodes,1,88067,92683,Office Furniture,Office Furnishings,304,West,23586,661,California
Menlo Park,1389,Jean Khan,1,88726,94025,Office Furniture,Office Furnishings,-11,West,18970,3,California
Torrance,1654,Bob Jiang,1,89891,90503,Office Furniture,Office Furnishings,-114,West,26236,36,California
Pico Rivera,208,Tammy Brandon,1,89283,90660,Office Furniture,Office Furnishings,-8,West,25881,12,California
San Diego,2498,Arlene Long,1,54567,92024,Office Furniture,Office Furnishings,-62,West,7628,355,California
Brentwood,3236,Heidi Best,1,91254,94513,Office Furniture,Office Furnishings,-16,West,22814,27,California
Brentwood,3241,Terri Link,1,88333,94513,Office Furniture,Office Furnishings,21,West,18515,74,California
Concord,2489,Craig Liu,1,86891,94521,Office Furniture,Office Furnishings,1,West,21025,24,California
Lemon Grove,317,Katherine Kearney,1,86041,91945,Office Furniture,Office Furnishings,-27,West,18032,67,California
Los Angeles,2491,Sean N Boyer,1,21760,90045,Office Furniture,Office Furnishings,1,West,3025,79,California
Los Angeles,1314,Keith Marsh,1,42722,90058,Office Furniture,Office Furnishings,16,West,6031,40,California
Carlsbad,1852,Joy Kaplan McNeill,1,86857,92008,Office Furniture,Office Furnishings,-121,West,18541,35,California
Los Angeles,949,Ernest Oh,1,58054,90049,Office Furniture,Office Furnishings,-147,West,8123,68,California
Vallejo,91,Wallace Werner,1,87182,94591,Office Furniture,Office Furnishings,-6,West,18846,14,California
Pacifica,1490,Leslie Duffy,1,88011,94044,Office Furniture,Office Furnishings,62,West,20515,90,California
Beverly Hills,3235,Aaron Davies Bruce,1,91253,90210,Office Furniture,Office Furnishings,1561,West,21010,2262,California
Los Angeles,1044,Erin Ballard,1,28001,90004,Office Furniture,Office Furnishings,1163,West,3927,6402,California
Oxnard,993,Gail Currin,1,89437,93030,Office Furniture,Office Furnishings,-367,West,24566,642,California
Los Angeles,1314,Keith Marsh,1,49027,90058,Office Furniture,Office Furnishings,35,West,6878,795,California
Menlo Park,1389,Jean Khan,1,88742,94025,Office Furniture,Office Furnishings,9,West,19204,166,California
Redondo Beach,937,Kelly Shaw,1,90592,90278,Office Furniture,Office Furnishings,115,West,25850,208,California
Los Angeles,3075,Gordon Brandt,1,14756,90061,Office Furniture,Office Furnishings,-25,West,2063,85,California
Oakland,369,Troy Moon,1,90292,94601,Office Furniture,Office Furnishings,211,West,24794,394,California
Twentynine Palms,3151,Glenda Hunter,1,88551,92277,Office Furniture,Office Furnishings,22,West,18615,114,California
Vacaville,87,Norman Shields,1,90599,95687,Office Furniture,Office Furnishings,171,West,25591,248,California
East Los Angeles,2803,Catherine Dorsey Burnet,1,86229,90022,Office Furniture,Office Furnishings,15,West,18931,23,California
